"Feature" "Gain" "Cover" "Frequency"
"2267" "`HSI_CL=F_rsi14_ratio`" 0 0 0
"2268" "RUT_GSPTSE_price_ratio" 0 0 0
"2269" "`HO=F_OJ=F_rsi14_ratio`" 0 0 0.001
"2270" "`ZM=F_GC=F_rsi14_ratio`" 0 0 0
"2271" "IRX_N225_price_ratio" 0 0 0
"2272" "`NG=F_XHB_rsi14_ratio`" 0 0 0
"2273" "GSPC_HSI_rsi14_ratio" 0 0 0
"2274" "N100_VIX_rsi14_ratio" 0 0 0
"2275" "`NYA_CC=F_rsi14_ratio`" 0 0 0
"2276" "`XLV_CL=F_rsi14_ratio`" 0 0 0
"2277" "`N100_HO=F_price_ratio`" 0 0 0
"2278" "`XLP_CC=F_rsi14_ratio`" 0 0 0.001
"2279" "`TWII_SB=F_rsi14_ratio`" 0 0 0.001
"2280" "`HSI_CT=F_price_ratio`" 0 0 0
"2281" "`VIX_ZS=F_rsi14_ratio`" 0 0 0
"2282" "nth_wday_month3th_3_of_3" 0 0 0
"2283" "TYX_000001.SS_rsi14_ratio" 0 0.001 0.001
"2284" "IEF_NZ50_rsi14_ratio" 0 0 0
"2285" "`RUT_ZS=F_price_ratio`" 0 0 0
"2286" "`MERV_ZM=F_rsi14_ratio`" 0 0 0
"2287" "`SI=F_KE=F_price_ratio`" 0 0 0
"2288" "XLK_VIX_rsi14_ratio" 0 0 0
"2289" "`SB=F_HO=F_rsi14_ratio`" 0 0 0
"2290" "XLB_XLP_price_ratio" 0 0 0
"2291" "XLE_TNX_price_ratio" 0 0 0
"2292" "`TYX_HE=F_rsi14_ratio`" 0 0 0
"2293" "`KS11_GC=F_price_ratio`" 0 0 0
"2294" "`N225_ZS=F_rsi14_ratio`" 0 0 0
"2295" "XLB_BFX_rsi14_ratio" 0 0 0
"2296" "`XLF_RB=F_rsi14_ratio`" 0 0 0
"2297" "`FVX_SB=F_rsi14_ratio`" 0 0 0
"2298" "`STI_ZO=F_rsi14_ratio`" 0 0.001 0.001
"2299" "`BSESN_CL=F_rsi14_ratio`" 0 0 0
"2300" "XLE_TLT_price_ratio" 0 0 0
"2301" "NYA_TNX_rsi14_ratio" 0 0 0
"2302" "`GDAXI_ZC=F_price_ratio`" 0 0 0
"2303" "`BSESN_HO=F_price_ratio`" 0 0 0
"2304" "`SB=F_ZS=F_rsi14_ratio`" 0 0 0.001
"2305" "XLV_BSESN_price_ratio" 0 0 0
"2306" "`TNX_GC=F_price_ratio`" 0 0 0
"2307" "`NG=F_GF=F_rsi14_ratio`" 0 0 0
"2308" "DJI_GSPC_price_ratio" 0 0 0
"2309" "`RUT_LE=F_price_ratio`" 0 0 0
"2310" "XLU_N225_price_ratio" 0 0 0
"2311" "`KLSE_ZO=F_price_ratio`" 0 0 0
"2312" "`GSPTSE_HE=F_price_ratio`" 0 0 0
"2313" "`XLB_ZL=F_price_ratio`" 0 0 0
"2314" "`ZR=F_ZC=F_price_ratio`" 0 0 0
"2315" "IXIC_MXX_price_ratio" 0 0 0
"2316" "VIX_FVX_rsi14_ratio" 0 0 0.001
"2317" "XAX_TYX_rsi14_ratio" 0 0 0
"2318" "`CT=F_TYX_price_ratio`" 0 0 0
"2319" "`GSPTSE_ZS=F_rsi14_ratio`" 0 0 0.001
"2320" "FTSE_TWII_rsi14_ratio" 0 0 0
"2321" "`RUT_ZO=F_rsi14_ratio`" 0 0 0.001
"2322" "XLK_IRX_rsi14_ratio" 0 0 0
"2323" "`XLU_KC=F_rsi14_ratio`" 0 0 0
"2324" "VIX_GSPTSE_price_ratio" 0 0 0
"2325" "`ZM=F_HG=F_price_ratio`" 0 0 0
"2326" "GDAXI_smacross" 0 0 0
"2327" "XLY_VIX_rsi14_ratio" 0 0 0
"2328" "XLE_DJI_price_ratio" 0 0 0
"2329" "`HSI_SB=F_rsi14_ratio`" 0 0 0
"2330" "`NYA_ZO=F_rsi14_ratio`" 0 0 0.001
"2331" "`GC=F_GF=F_price_ratio`" 0 0 0
"2332" "`HSI_CC=F_price_ratio`" 0 0 0
"2333" "`ZR=F_HE=F_rsi14_ratio`" 0 0 0
"2334" "`KE=F_TLT_rsi14_ratio`" 0 0 0
"2335" "GDAXI_TWII_rsi14_ratio" 0 0 0.001
"2336" "AORD_JKSE_rsi14_ratio" 0 0 0
"2337" "IRX_KS11_rsi14_ratio" 0 0 0
"2338" "`CT=F_HG=F_rsi14_ratio`" 0 0 0
"2339" "`CC=F_GC=F_rsi14_ratio`" 0 0 0
"2340" "`ZM=F_SI=F_rsi14_ratio`" 0 0 0
"2341" "`RUT_HG=F_price_ratio`" 0 0 0
"2342" "XLB_N225_price_ratio" 0 0 0
"2343" "N225_smacross" 0 0 0
"2344" "`DJI_LE=F_rsi14_ratio`" 0 0 0
"2345" "GSPC_FTSE_rsi14_ratio" 0 0 0
"2346" "TNX_rsi14" 0 0 0
"2347" "N100_KLSE_rsi14_ratio" 0 0 0
"2348" "IXIC_XHB_price_ratio" 0 0 0
"2349" "`JKSE_ZL=F_price_ratio`" 0 0 0
"2350" "`CC=F_IEF_rsi14_ratio`" 0 0 0
"2351" "`RUT_ZL=F_rsi14_ratio`" 0 0 0
"2352" "TLT_NZ50_rsi14_ratio" 0 0 0
"2353" "VIX_TLT_price_ratio" 0 0 0
"2354" "`ZR=F_GF=F_price_ratio`" 0 0 0
"2355" "`000001.SS_SI=F_price_ratio`" 0 0 0
"2356" "`CC=F_NG=F_rsi14_ratio`" 0 0 0.001
"2357" "XLK_FVX_rsi14_ratio" 0 0 0
"2358" "VIX_TLT_rsi14_ratio" 0 0 0.001
"2359" "XAX_XHB_rsi14_ratio" 0 0 0.001
"2360" "BVSP_NZ50_rsi14_ratio" 0 0.001 0.001
"2361" "`STI_ZS=F_rsi14_ratio`" 0 0 0
"2362" "`XLY_GF=F_rsi14_ratio`" 0 0 0
"2363" "`N225_CL=F_price_ratio`" 0 0 0
"2364" "`KC=F_GC=F_rsi14_ratio`" 0 0 0
"2365" "`MXX_SB=F_rsi14_ratio`" 0 0 0
"2366" "`GSPC_SB=F_rsi14_ratio`" 0 0 0
"2367" "GSPC_BFX_rsi14_ratio" 0 0 0
"2368" "BSESN_FVX_rsi14_ratio" 0 0 0
"2369" "`TWII_CL=F_price_ratio`" 0 0 0
"2370" "`BFX_GC=F_price_ratio`" 0 0 0
"2371" "`CC=F_KS11_rsi14_ratio`" 0 0 0
"2372" "`IRX_HO=F_rsi14_ratio`" 0 0 0.001
"2373" "IRX_TLT_rsi14_ratio" 0 0 0
"2374" "`KE=F_RB=F_rsi14_ratio`" 0 0 0
"2375" "`ZR=F_KC=F_rsi14_ratio`" 0 0 0.001
"2376" "FCHI_XHB_price_ratio" 0 0 0
"2377" "`IXIC_HO=F_rsi14_ratio`" 0 0 0
"2378" "`KLSE_KE=F_price_ratio`" 0 0 0
"2379" "`CC=F_IRX_rsi14_ratio`" 0 0 0
"2380" "`ZL=F_GC=F_rsi14_ratio`" 0 0 0
"2381" "`ZR=F_CL=F_price_ratio`" 0 0 0
"2382" "NYA_N100_rsi14_ratio" 0 0 0
"2383" "`CL=F_GF=F_rsi14_ratio`" 0 0 0.001
"2384" "`XLE_OJ=F_price_ratio`" 0 0 0
"2385" "`XLB_ZC=F_rsi14_ratio`" 0 0 0
"2386" "NYA_KS11_price_ratio" 0 0 0
"2387" "`GC=F_ZS=F_price_ratio`" 0 0 0
"2388" "`KC=F_XHB_price_ratio`" 0 0 0
"2389" "`RB=F_GF=F_price_ratio`" 0 0 0
"2390" "`N100_OJ=F_rsi14_ratio`" 0 0 0
"2391" "XLI_AORD_rsi14_ratio" 0 0 0
"2392" "XLF_smacross" 0 0 0
"2393" "XLY_JKSE_rsi14_ratio" 0 0.001 0
"2394" "`TWII_RB=F_rsi14_ratio`" 0 0 0
"2395" "`ZM=F_CL=F_rsi14_ratio`" 0 0 0
"2396" "`BVSP_GF=F_rsi14_ratio`" 0 0 0.001
"2397" "XAX_TLT_rsi14_ratio" 0 0 0
"2398" "GDAXI_TNX_rsi14_ratio" 0 0 0
"2399" "`CT=F_GF=F_rsi14_ratio`" 0 0 0.001
"2400" "STI_TNX_rsi14_ratio" 0 0 0
"2401" "`XLF_GC=F_rsi14_ratio`" 0 0.001 0
"2402" "XLB_N100_rsi14_ratio" 0 0 0
"2403" "`HSI_ZC=F_rsi14_ratio`" 0 0 0.001
"2404" "`XAX_CT=F_price_ratio`" 0 0 0
"2405" "ZS.F_rsi14" 0 0 0
"2406" "`BVSP_RB=F_rsi14_ratio`" 0 0 0
"2407" "`CT=F_TNX_rsi14_ratio`" 0 0 0
"2408" "`KC=F_KE=F_price_ratio`" 0 0 0
"2409" "XLK_KS11_rsi14_ratio" 0 0 0
"2410" "`CT=F_ZM=F_rsi14_ratio`" 0 0 0
"2411" "`XLY_HE=F_rsi14_ratio`" 0 0 0
"2412" "`DJI_KE=F_rsi14_ratio`" 0 0 0
"2413" "GSPC_GSPTSE_rsi14_ratio" 0 0 0
"2414" "`N225_RB=F_price_ratio`" 0 0 0
"2415" "`XLE_GC=F_rsi14_ratio`" 0 0 0
"2416" "`GC=F_SHY_price_ratio`" 0 0 0
"2417" "XLU_FCHI_rsi14_ratio" 0 0 0
"2418" "`TNX_HO=F_price_ratio`" 0 0 0
"2419" "XLK_000001.SS_rsi14_ratio" 0 0 0
"2420" "`AXJO_ZC=F_rsi14_ratio`" 0 0 0
"2421" "`GC=F_OJ=F_rsi14_ratio`" 0 0 0
"2422" "`GDAXI_ZS=F_rsi14_ratio`" 0 0 0
"2423" "`MXX_GC=F_rsi14_ratio`" 0 0 0
"2424" "`KLSE_HO=F_rsi14_ratio`" 0 0 0
"2425" "`TWII_ZL=F_price_ratio`" 0 0 0
"2426" "BVSP_SHY_price_ratio" 0 0 0
"2427" "XLE_IEF_rsi14_ratio" 0 0 0
"2428" "XLF_GDAXI_price_ratio" 0 0.001 0
"2429" "IXIC_BFX_rsi14_ratio" 0 0 0
"2430" "`KS11_GF=F_price_ratio`" 0 0 0
"2431" "`N100_NG=F_rsi14_ratio`" 0 0 0
"2432" "`BSESN_SI=F_rsi14_ratio`" 0 0 0
"2433" "`FTSE_OJ=F_rsi14_ratio`" 0 0 0
"2434" "`XLU_CT=F_rsi14_ratio`" 0 0 0
"2435" "`N100_HG=F_rsi14_ratio`" 0 0 0
"2436" "`ZR=F_TLT_rsi14_ratio`" 0 0 0.001
"2437" "GDAXI_BSESN_price_ratio" 0 0 0
"2438" "XAX_XLF_price_ratio" 0 0 0
"2439" "BVSP_IRX_rsi14_ratio" 0 0 0
"2440" "JKSE_TLT_rsi14_ratio" 0 0 0
"2441" "`CL=F_GC=F_price_ratio`" 0 0 0
"2442" "`STI_RB=F_price_ratio`" 0 0 0
"2443" "MERV_FVX_rsi14_ratio" 0 0 0
"2444" "`IXIC_ZM=F_rsi14_ratio`" 0 0 0
"2445" "`FTSE_HE=F_rsi14_ratio`" 0 0 0
"2446" "`ZS=F_GF=F_rsi14_ratio`" 0 0 0
"2447" "TWII_JKSE_price_ratio" 0 0 0
"2448" "`KLSE_LE=F_price_ratio`" 0 0 0
"2449" "`XLV_RB=F_rsi14_ratio`" 0 0 0
"2450" "`NYA_SB=F_price_ratio`" 0 0 0
"2451" "`ZM=F_IEF_price_ratio`" 0 0 0
"2452" "`XLP_CT=F_rsi14_ratio`" 0 0 0
"2453" "BVSP_TYX_rsi14_ratio" 0 0 0
"2454" "XLE_FTSE_price_ratio" 0 0 0
"2455" "`JKSE_OJ=F_price_ratio`" 0 0 0
"2456" "XLV_STI_rsi14_ratio" 0 0 0.001
"2457" "`XLF_HE=F_rsi14_ratio`" 0 0 0
"2458" "`FVX_RB=F_price_ratio`" 0 0 0
"2459" "`KS11_RB=F_price_ratio`" 0 0 0
"2460" "RUT_XAX_price_ratio" 0 0 0
"2461" "`XAX_CT=F_rsi14_ratio`" 0 0 0
"2462" "`ZL=F_GF=F_price_ratio`" 0 0 0
"2463" "`XLV_SI=F_rsi14_ratio`" 0 0 0
"2464" "`GSPTSE_ZM=F_rsi14_ratio`" 0 0 0
"2465" "XLV_FCHI_rsi14_ratio" 0 0 0
"2466" "`NG=F_KE=F_price_ratio`" 0 0 0
"2467" "XLB_TWII_price_ratio" 0 0 0
"2468" "`GSPC_ZM=F_price_ratio`" 0 0 0
"2469" "`CT=F_HO=F_rsi14_ratio`" 0 0 0
"2470" "XLP_TYX_rsi14_ratio" 0 0 0
"2471" "TYX_smacross" 0 0 0
"2472" "NYA_BVSP_rsi14_ratio" 0 0 0
"2473" "`XLF_NG=F_price_ratio`" 0 0 0
"2474" "`BVSP_SB=F_price_ratio`" 0 0 0
"2475" "`XAX_SB=F_price_ratio`" 0 0 0
"2476" "STI_IEF_rsi14_ratio" 0 0 0
"2477" "BFX_IRX_rsi14_ratio" 0 0 0
"2478" "XAX_XLK_rsi14_ratio" 0 0 0
"2479" "MERV_SHY_rsi14_ratio" 0 0 0
"2480" "AXJO_KS11_rsi14_ratio" 0 0 0
"2481" "`BSESN_KE=F_price_ratio`" 0 0 0
"2482" "`NYA_CL=F_rsi14_ratio`" 0 0 0
"2483" "AORD_HSI_rsi14_ratio" 0 0 0
"2484" "`IRX_ZM=F_rsi14_ratio`" 0 0 0
"2485" "IRX_TNX_price_ratio" 0 0.001 0
"2486" "`BVSP_HO=F_rsi14_ratio`" 0 0 0
"2487" "DJI_SHY_price_ratio" 0 0 0
"2488" "`KE=F_OJ=F_rsi14_ratio`" 0 0 0.001
"2489" "`CC=F_ZO=F_price_ratio`" 0 0 0
"2490" "MERV_IRX_rsi14_ratio" 0 0 0
"2491" "`XLI_GC=F_rsi14_ratio`" 0 0 0
"2492" "`KS11_LE=F_rsi14_ratio`" 0 0 0
"2493" "`ZL=F_GC=F_price_ratio`" 0 0 0
"2494" "`RUT_GF=F_price_ratio`" 0 0 0
"2495" "RUT_VIX_price_ratio" 0 0 0
"2496" "`N100_KC=F_rsi14_ratio`" 0 0 0
"2497" "FCHI_AXJO_rsi14_ratio" 0 0 0.001
"2498" "FTSE_NZ50_price_ratio" 0 0 0
"2499" "XLP_GSPC_rsi14_ratio" 0 0 0.001
"2500" "`XLI_ZM=F_rsi14_ratio`" 0 0 0
"2501" "AXJO_HSI_rsi14_ratio" 0 0 0
"2502" "`ZR=F_NG=F_price_ratio`" 0 0 0.001
"2503" "`ZR=F_KLSE_rsi14_ratio`" 0 0 0
"2504" "TYX_TWII_rsi14_ratio" 0 0 0
"2505" "MXX_FTSE_price_ratio" 0 0 0
"2506" "`NG=F_TLT_rsi14_ratio`" 0 0 0
"2507" "FTSE_SHY_price_ratio" 0 0 0
"2508" "`RUT_LE=F_rsi14_ratio`" 0 0 0.001
"2509" "`XAX_HG=F_rsi14_ratio`" 0 0 0
"2510" "`MXX_GF=F_rsi14_ratio`" 0 0 0
"2511" "`NYA_ZR=F_rsi14_ratio`" 0 0 0
"2512" "`IXIC_RB=F_rsi14_ratio`" 0 0 0
"2513" "MXX_FTSE_rsi14_ratio" 0 0 0
"2514" "IXIC_STI_rsi14_ratio" 0 0 0
"2515" "AXJO_BSESN_rsi14_ratio" 0 0 0
"2516" "HSI_KS11_price_ratio" 0 0 0
"2517" "XAX_GSPC_price_ratio" 0 0 0
"2518" "XLI_KS11_rsi14_ratio" 0 0 0
"2519" "GSPC_BSESN_price_ratio" 0 0 0
"2520" "NYA_NZ50_rsi14_ratio" 0 0 0
"2521" "DJI_N225_rsi14_ratio" 0 0 0
"2522" "`XLK_OJ=F_price_ratio`" 0 0 0
"2523" "`XLY_SI=F_price_ratio`" 0 0 0
"2524" "`XLY_SB=F_price_ratio`" 0 0.001 0
"2525" "XLI_XLY_rsi14_ratio" 0 0 0.001
"2526" "XLK_XLV_price_ratio" 0 0 0
"2527" "`BVSP_KC=F_price_ratio`" 0 0 0
"2528" "GSPTSE_NZ50_rsi14_ratio" 0 0 0
"2529" "XLV_TLT_rsi14_ratio" 0 0 0
"2530" "`XLY_ZL=F_rsi14_ratio`" 0 0 0
"2531" "`FCHI_LE=F_rsi14_ratio`" 0 0 0
"2532" "XLE_XLP_rsi14_ratio" 0 0 0
"2533" "`AORD_ZS=F_rsi14_ratio`" 0 0 0
"2534" "`SI=F_IEF_price_ratio`" 0 0 0
"2535" "FVX_XHB_rsi14_ratio" 0 0 0.001
"2536" "`AXJO_HO=F_rsi14_ratio`" 0 0 0
"2537" "XLP_GSPC_price_ratio" 0 0 0
"2538" "`ZR=F_MERV_price_ratio`" 0 0 0
"2539" "NYA_BSESN_rsi14_ratio" 0 0 0
"2540" "GDAXI_TYX_rsi14_ratio" 0 0 0
"2541" "IRX_000001.SS_price_ratio" 0 0 0
"2542" "`XLE_CC=F_price_ratio`" 0 0 0
"2543" "`ZO=F_GF=F_price_ratio`" 0 0 0
"2544" "`XLP_GF=F_rsi14_ratio`" 0 0 0.001
"2545" "XLY_BSESN_rsi14_ratio" 0 0 0
"2546" "`XLF_KC=F_rsi14_ratio`" 0 0 0
"2547" "XLE_IEF_price_ratio" 0 0 0
"2548" "GSPTSE_FTSE_rsi14_ratio" 0 0 0.001
"2549" "`FTSE_KE=F_price_ratio`" 0 0 0
"2550" "`ZR=F_CL=F_rsi14_ratio`" 0 0 0
"2551" "XLE_KLSE_price_ratio" 0 0 0
"2552" "`XLY_KC=F_rsi14_ratio`" 0 0 0
"2553" "N100_TNX_rsi14_ratio" 0 0 0
"2554" "GSPTSE_KS11_price_ratio" 0 0 0
"2555" "`HG=F_OJ=F_rsi14_ratio`" 0 0 0
"2556" "DJI_STI_price_ratio" 0 0 0
"2557" "`XLB_ZM=F_rsi14_ratio`" 0 0 0
"2558" "`CT=F_HG=F_price_ratio`" 0 0 0
"2559" "`CC=F_GSPTSE_rsi14_ratio`" 0 0 0
"2560" "`IXIC_NG=F_rsi14_ratio`" 0 0.001 0
"2561" "`CC=F_TWII_rsi14_ratio`" 0 0 0
"2562" "GSPC_NZ50_rsi14_ratio" 0 0 0
"2563" "`XAX_KC=F_rsi14_ratio`" 0 0 0
"2564" "`XLI_GF=F_rsi14_ratio`" 0 0 0
"2565" "HSI_TLT_rsi14_ratio" 0 0 0
"2566" "`FTSE_GC=F_rsi14_ratio`" 0 0 0
"2567" "`XLF_CL=F_price_ratio`" 0 0 0
"2568" "GDAXI_BSESN_rsi14_ratio" 0 0 0.001
"2569" "`CC=F_GF=F_rsi14_ratio`" 0 0 0
"2570" "DJI_MXX_rsi14_ratio" 0 0 0
"2571" "`XLF_SB=F_rsi14_ratio`" 0 0 0
"2572" "AXJO_FVX_rsi14_ratio" 0 0 0
"2573" "XAX_IEF_price_ratio" 0 0 0
"2574" "`AORD_HG=F_rsi14_ratio`" 0 0 0
"2575" "`N100_SB=F_rsi14_ratio`" 0 0 0
"2576" "`XLF_HG=F_rsi14_ratio`" 0 0 0
"2577" "`000001.SS_HG=F_price_ratio`" 0 0 0
"2578" "GSPC_000001.SS_rsi14_ratio" 0 0 0
"2579" "AORD_VIX_price_ratio" 0 0 0
"2580" "`XLV_HE=F_rsi14_ratio`" 0 0 0
"2581" "`XLP_ZO=F_price_ratio`" 0 0 0
"2582" "N225_XHB_rsi14_ratio" 0 0 0
"2583" "`BSESN_HE=F_rsi14_ratio`" 0 0 0
"2584" "`GSPC_ZS=F_rsi14_ratio`" 0 0 0
"2585" "`GC=F_HE=F_price_ratio`" 0 0 0
"2586" "`CL=F_LE=F_price_ratio`" 0 0 0
"2587" "N100_FTSE_price_ratio" 0 0 0
"2588" "`DJI_OJ=F_price_ratio`" 0 0 0
"2589" "`IXIC_LE=F_rsi14_ratio`" 0 0 0
"2590" "GSPC_VIX_rsi14_ratio" 0 0 0
"2591" "`RUT_KE=F_rsi14_ratio`" 0 0 0
"2592" "`DJI_SI=F_rsi14_ratio`" 0 0 0
"2593" "`FVX_ZO=F_rsi14_ratio`" 0 0 0
"2594" "XLY_BFX_rsi14_ratio" 0 0 0.001
"2595" "`HO=F_TLT_rsi14_ratio`" 0 0 0
"2596" "GDAXI_SHY_rsi14_ratio" 0 0 0
"2597" "XLV_GDAXI_rsi14_ratio" 0 0 0
"2598" "`XLY_KC=F_price_ratio`" 0 0 0
"2599" "`N225_CL=F_rsi14_ratio`" 0 0 0
"2600" "`SB=F_OJ=F_price_ratio`" 0 0 0
"2601" "`MXX_NG=F_price_ratio`" 0 0 0
"2602" "`ZR=F_TYX_rsi14_ratio`" 0 0 0
"2603" "`CC=F_LE=F_price_ratio`" 0 0 0
"2604" "GDAXI_MERV_rsi14_ratio" 0 0 0
"2605" "DJI_TLT_price_ratio" 0 0 0
"2606" "RUT_N225_price_ratio" 0 0 0
"2607" "`ZM=F_XHB_price_ratio`" 0 0 0
"2608" "XLB_rsi14" 0 0 0
"2609" "XHB_rsi14" 0 0 0
"2610" "NYA_AXJO_rsi14_ratio" 0 0 0
"2611" "`AORD_NG=F_rsi14_ratio`" 0 0 0
"2612" "XLB_TYX_rsi14_ratio" 0 0 0
"2613" "XLF_IXIC_price_ratio" 0 0 0
"2614" "`KC=F_TWII_rsi14_ratio`" 0 0 0
"2615" "`GSPTSE_ZL=F_rsi14_ratio`" 0 0 0
"2616" "`KE=F_SHY_rsi14_ratio`" 0 0 0
"2617" "IXIC_XHB_rsi14_ratio" 0 0 0.001
"2618" "XLV_AXJO_price_ratio" 0 0 0
"2619" "`ZS=F_TLT_rsi14_ratio`" 0 0 0
"2620" "NYA_STI_rsi14_ratio" 0 0 0
"2621" "`KS11_NG=F_rsi14_ratio`" 0 0 0
"2622" "XLF_IEF_rsi14_ratio" 0 0 0
"2623" "RUT_000001.SS_price_ratio" 0 0 0
"2624" "FCHI_BFX_price_ratio" 0 0 0
"2625" "XLB_BVSP_price_ratio" 0 0 0
"2626" "`GSPC_ZR=F_price_ratio`" 0 0 0
"2627" "`XLY_SI=F_rsi14_ratio`" 0 0 0
"2628" "`XLB_LE=F_rsi14_ratio`" 0 0 0
"2629" "NYA_XLP_rsi14_ratio" 0 0 0
"2630" "XLE_HSI_price_ratio" 0 0 0
"2631" "AXJO_XHB_rsi14_ratio" 0 0 0.001
"2632" "`KLSE_GF=F_price_ratio`" 0 0 0
"2633" "`SB=F_CL=F_price_ratio`" 0 0 0
"2634" "GC.F_rsi14" 0 0 0
"2635" "XLP_NZ50_price_ratio" 0 0 0
"2636" "XLY_FVX_rsi14_ratio" 0 0 0
"2637" "`ZR=F_CC=F_rsi14_ratio`" 0 0 0.001
"2638" "`000001.SS_ZC=F_rsi14_ratio`" 0 0 0
"2639" "AORD_000001.SS_rsi14_ratio" 0 0 0
"2640" "RUT_KLSE_price_ratio" 0 0 0
"2641" "`NG=F_SI=F_price_ratio`" 0 0 0
"2642" "N100_FVX_rsi14_ratio" 0 0 0.001
"2643" "`000001.SS_JKSE_rsi14_ratio`" 0 0 0
"2644" "`OJ=F_IEF_price_ratio`" 0 0 0
"2645" "`FCHI_CL=F_rsi14_ratio`" 0 0 0
"2646" "`ZM=F_GF=F_rsi14_ratio`" 0 0 0
"2647" "`HG=F_GC=F_rsi14_ratio`" 0 0 0
"2648" "`KC=F_TNX_price_ratio`" 0 0 0
"2649" "AORD_KS11_rsi14_ratio" 0 0 0
"2650" "DJI_IEF_rsi14_ratio" 0 0 0.001
"2651" "`N100_HE=F_rsi14_ratio`" 0 0 0
"2652" "`IRX_ZC=F_rsi14_ratio`" 0 0 0
"2653" "AXJO_TNX_rsi14_ratio" 0 0 0
"2654" "`ZM=F_SI=F_price_ratio`" 0 0 0
"2655" "FVX_GSPTSE_rsi14_ratio" 0 0 0
"2656" "`BVSP_ZS=F_price_ratio`" 0 0 0
"2657" "MXX_GSPTSE_price_ratio" 0 0 0
"2658" "RUT_TNX_rsi14_ratio" 0 0 0
"2659" "`CL=F_XHB_rsi14_ratio`" 0 0 0
"2660" "XLB_smacross" 0 0 0
"2661" "N100_BSESN_price_ratio" 0 0 0
"2662" "XLK_AORD_rsi14_ratio" 0 0 0
"2663" "`KE=F_OJ=F_price_ratio`" 0 0 0
"2664" "`SB=F_GC=F_rsi14_ratio`" 0 0 0
"2665" "DJI_BSESN_rsi14_ratio" 0 0 0
"2666" "`HSI_KE=F_rsi14_ratio`" 0 0 0.001
"2667" "`KS11_SB=F_price_ratio`" 0 0 0
"2668" "`SB=F_HE=F_rsi14_ratio`" 0 0 0
"2669" "XLB_KLSE_rsi14_ratio" 0 0 0
"2670" "RUT_TYX_rsi14_ratio" 0 0 0
"2671" "XAX_NYA_rsi14_ratio" 0 0 0
"2672" "`HSI_KE=F_price_ratio`" 0 0 0
"2673" "N100_IEF_rsi14_ratio" 0 0 0
"2674" "GSPTSE_rsi14" 0 0 0
"2675" "`FCHI_KC=F_rsi14_ratio`" 0 0 0
"2676" "`CT=F_TWII_rsi14_ratio`" 0 0 0.001
"2677" "GDAXI_TLT_rsi14_ratio" 0 0 0
"2678" "XLY_MERV_price_ratio" 0 0 0
"2679" "`LE=F_OJ=F_price_ratio`" 0 0 0
"2680" "MERV_rsi14" 0 0 0
"2681" "`N100_ZR=F_rsi14_ratio`" 0 0 0
"2682" "`IRX_LE=F_price_ratio`" 0 0 0
"2683" "`TNX_HE=F_rsi14_ratio`" 0 0 0.001
"2684" "`KS11_OJ=F_price_ratio`" 0 0 0
"2685" "`XAX_HO=F_price_ratio`" 0 0 0
"2686" "XLE_NZ50_rsi14_ratio" 0 0 0
"2687" "`KLSE_GC=F_price_ratio`" 0 0 0
"2688" "`RB=F_XHB_price_ratio`" 0 0 0
"2689" "`XLE_KC=F_price_ratio`" 0 0 0
"2690" "DJI_TWII_rsi14_ratio" 0 0 0
"2691" "`AORD_GF=F_rsi14_ratio`" 0 0 0
"2692" "FCHI_NZ50_rsi14_ratio" 0 0 0
"2693" "`ZL=F_XHB_rsi14_ratio`" 0 0 0
"2694" "NYA_NZ50_price_ratio" 0 0 0
"2695" "`CL=F_HG=F_rsi14_ratio`" 0 0 0
"2696" "`AXJO_SB=F_price_ratio`" 0 0 0
"2697" "IRX_XHB_rsi14_ratio" 0 0 0
"2698" "`MERV_HE=F_rsi14_ratio`" 0 0 0
"2699" "AORD_STI_rsi14_ratio" 0 0 0
"2700" "XLK_JKSE_rsi14_ratio" 0 0 0
"2701" "`XLI_HE=F_rsi14_ratio`" 0 0 0
"2702" "`CT=F_N225_rsi14_ratio`" 0 0 0
"2703" "`FVX_OJ=F_price_ratio`" 0 0 0
"2704" "`OJ=F_IEF_rsi14_ratio`" 0 0 0
"2705" "IRX_XHB_price_ratio" 0 0 0
"2706" "`TWII_HG=F_rsi14_ratio`" 0 0 0.001
"2707" "`VIX_HG=F_price_ratio`" 0 0 0
"2708" "`HG=F_NZ50_rsi14_ratio`" 0 0 0
"2709" "XLF_FCHI_rsi14_ratio" 0 0 0
"2710" "`VIX_GF=F_rsi14_ratio`" 0 0 0.001
"2711" "`ZR=F_000001.SS_price_ratio`" 0 0 0
"2712" "GSPC_GSPTSE_price_ratio" 0 0 0
"2713" "FVX_TNX_rsi14_ratio" 0 0 0
"2714" "`AXJO_KE=F_price_ratio`" 0 0 0
"2715" "`GC=F_LE=F_rsi14_ratio`" 0 0 0
"2716" "XLU_TYX_rsi14_ratio" 0 0 0
"2717" "XLV_FVX_price_ratio" 0 0 0
"2718" "`XLF_ZM=F_rsi14_ratio`" 0 0 0
"2719" "STI_TNX_price_ratio" 0 0 0
"2720" "`ZO=F_RB=F_price_ratio`" 0 0 0
"2721" "`TWII_LE=F_price_ratio`" 0 0 0
"2722" "KLSE_KS11_price_ratio" 0 0 0
"2723" "`XLY_HG=F_rsi14_ratio`" 0 0 0
"2724" "`BVSP_ZM=F_rsi14_ratio`" 0 0 0
"2725" "`ZR=F_IEF_rsi14_ratio`" 0 0 0
