"Feature" "Gain" "Cover" "Frequency"
"1333" "`BFX_CL=F_price_ratio`" 0 0 0
"1334" "`ZO=F_GF=F_rsi14_ratio`" 0 0 0
"1335" "`RUT_NG=F_rsi14_ratio`" 0 0.001 0
"1336" "`SB=F_GF=F_rsi14_ratio`" 0 0 0.001
"1337" "XLB_KLSE_rsi14_ratio" 0 0.001 0
"1338" "`MXX_ZL=F_price_ratio`" 0 0 0
"1339" "BVSP_TYX_rsi14_ratio" 0 0 0
"1340" "`RB=F_TLT_rsi14_ratio`" 0 0 0
"1341" "`SI=F_SHY_rsi14_ratio`" 0 0.001 0
"1342" "MXX_IEF_rsi14_ratio" 0 0 0
"1343" "irx_tnx" 0 0.001 0
"1344" "`N100_SB=F_rsi14_ratio`" 0 0.001 0
"1345" "XLY_KLSE_rsi14_ratio" 0 0.001 0
"1346" "XLB_JKSE_rsi14_ratio" 0 0 0.001
"1347" "AORD_BFX_rsi14_ratio" 0 0 0.001
"1348" "BFX_000001.SS_rsi14_ratio" 0 0.001 0
"1349" "`HO=F_RB=F_price_ratio`" 0 0.001 0
"1350" "MXX_HSI_rsi14_ratio" 0 0 0
"1351" "`BFX_HG=F_rsi14_ratio`" 0 0 0
"1352" "XLK_000001.SS_rsi14_ratio" 0 0 0
"1353" "`NYA_GF=F_price_ratio`" 0 0 0
"1354" "`HSI_GC=F_rsi14_ratio`" 0 0 0
"1355" "TYX_FTSE_rsi14_ratio" 0 0 0.001
"1356" "`FCHI_ZS=F_rsi14_ratio`" 0 0 0
"1357" "`CC=F_KC=F_rsi14_ratio`" 0 0 0.001
"1358" "`GF=F_TLT_rsi14_ratio`" 0 0 0
"1359" "XLE_XHB_rsi14_ratio" 0 0 0
"1360" "BFX_BSESN_rsi14_ratio" 0 0 0
"1361" "`XLV_SI=F_rsi14_ratio`" 0 0.001 0.001
"1362" "XAX_MXX_rsi14_ratio" 0 0 0
"1363" "`TWII_KE=F_rsi14_ratio`" 0 0 0.001
"1364" "`N100_HO=F_rsi14_ratio`" 0 0 0
"1365" "`ZR=F_NG=F_price_ratio`" 0 0 0
"1366" "`TNX_CL=F_price_ratio`" 0 0 0
"1367" "NYA_GSPTSE_rsi14_ratio" 0 0 0
"1368" "`ZS=F_LE=F_price_ratio`" 0 0 0
"1369" "`XLY_ZS=F_price_ratio`" 0 0 0
"1370" "STI_KS11_price_ratio" 0 0 0
"1371" "`CC=F_SB=F_rsi14_ratio`" 0 0 0
"1372" "`XAX_HE=F_rsi14_ratio`" 0 0 0.001
"1373" "XLI_MERV_rsi14_ratio" 0 0 0.001
"1374" "`XLF_CT=F_price_ratio`" 0 0 0
"1375" "BVSP_TWII_rsi14_ratio" 0 0 0
"1376" "`IXIC_ZR=F_rsi14_ratio`" 0 0 0
"1377" "`FTSE_GF=F_rsi14_ratio`" 0 0 0
"1378" "BVSP_KLSE_price_ratio" 0 0 0
"1379" "`GDAXI_ZO=F_price_ratio`" 0 0 0
"1380" "NYA_KS11_rsi14_ratio" 0 0 0
"1381" "DJI_MERV_rsi14_ratio" 0 0 0
"1382" "`RUT_ZL=F_rsi14_ratio`" 0 0 0
"1383" "`ZC=F_HG=F_price_ratio`" 0 0 0
"1384" "XLY_rsi14" 0 0.001 0.001
"1385" "`ZO=F_NZ50_rsi14_ratio`" 0 0 0
"1386" "`IXIC_ZO=F_rsi14_ratio`" 0 0 0
"1387" "`FCHI_ZS=F_price_ratio`" 0 0 0
"1388" "`FVX_OJ=F_rsi14_ratio`" 0 0 0.001
"1389" "MXX_KS11_price_ratio" 0 0 0
"1390" "`ZO=F_ZS=F_price_ratio`" 0 0.001 0.001
"1391" "BFX_MERV_rsi14_ratio" 0 0.001 0.001
"1392" "`ZR=F_TLT_rsi14_ratio`" 0 0.001 0.001
"1393" "`XLP_SI=F_rsi14_ratio`" 0 0.001 0.001
"1394" "`NG=F_LE=F_rsi14_ratio`" 0 0 0.001
"1395" "`TYX_OJ=F_price_ratio`" 0 0 0
"1396" "HE.F_smacross" 0 0 0
"1397" "`AORD_SI=F_price_ratio`" 0 0 0
"1398" "XLK_XHB_price_ratio" 0 0.001 0
"1399" "XLI_GSPTSE_rsi14_ratio" 0 0 0
"1400" "NYA_STI_rsi14_ratio" 0 0 0
"1401" "RUT_N225_price_ratio" 0 0 0
"1402" "XLV_AORD_rsi14_ratio" 0 0.001 0.001
"1403" "`BSESN_RB=F_price_ratio`" 0 0 0
"1404" "`GDAXI_ZS=F_rsi14_ratio`" 0 0 0
"1405" "XLP_TYX_rsi14_ratio" 0 0 0
"1406" "`STI_SB=F_rsi14_ratio`" 0 0 0
"1407" "`CC=F_GSPTSE_rsi14_ratio`" 0 0.001 0.001
"1408" "RUT_XLF_price_ratio" 0 0 0
"1409" "`N225_SB=F_price_ratio`" 0 0 0
"1410" "`DJI_GF=F_price_ratio`" 0 0 0
"1411" "MERV_GSPTSE_rsi14_ratio" 0 0 0
"1412" "`CC=F_TNX_rsi14_ratio`" 0 0 0
"1413" "`KC=F_MERV_price_ratio`" 0 0 0
"1414" "`N225_ZC=F_rsi14_ratio`" 0 0 0
"1415" "XLF_NZ50_price_ratio" 0 0 0
"1416" "IRX_TLT_rsi14_ratio" 0 0 0
"1417" "DJI_rsi14" 0 0 0
"1418" "`N225_KE=F_rsi14_ratio`" 0 0 0
"1419" "`CT=F_SI=F_price_ratio`" 0 0 0
"1420" "`TYX_NG=F_rsi14_ratio`" 0 0 0.001
"1421" "STI_BVSP_price_ratio" 0 0 0
"1422" "month_of_year3" 0 0 0
"1423" "FCHI_GSPTSE_rsi14_ratio" 0 0.001 0.001
"1424" "`ZR=F_ZC=F_price_ratio`" 0 0.001 0
"1425" "GSPC_GSPTSE_rsi14_ratio" 0 0 0
"1426" "`000001.SS_NZ50_rsi14_ratio`" 0 0 0
"1427" "OJ.F_smacross" 0 0.001 0
"1428" "IXIC_KLSE_rsi14_ratio" 0 0 0
"1429" "`ZO=F_LE=F_rsi14_ratio`" 0 0 0
"1430" "AXJO_JKSE_rsi14_ratio" 0 0 0
"1431" "XLU_SHY_rsi14_ratio" 0 0 0
"1432" "BFX_VIX_rsi14_ratio" 0 0 0
"1433" "`MXX_GC=F_rsi14_ratio`" 0 0 0
"1434" "XLU_XLV_price_ratio" 0 0 0
"1435" "`FTSE_HE=F_price_ratio`" 0 0 0
"1436" "XLF_IXIC_price_ratio" 0 0 0
"1437" "XLV_GSPC_rsi14_ratio" 0 0 0
"1438" "`XLB_ZC=F_rsi14_ratio`" 0 0 0.001
"1439" "STI_N225_rsi14_ratio" 0 0 0.001
"1440" "`000001.SS_IEF_rsi14_ratio`" 0 0 0
"1441" "XLF_GDAXI_price_ratio" 0 0 0
"1442" "MXX_FTSE_price_ratio" 0 0 0
"1443" "XLP_GSPC_rsi14_ratio" 0 0 0
"1444" "XLK_TYX_rsi14_ratio" 0 0 0
"1445" "XLE_SHY_rsi14_ratio" 0 0 0
"1446" "`CT=F_HE=F_price_ratio`" 0 0 0
"1447" "`AORD_KC=F_rsi14_ratio`" 0 0 0
"1448" "XLK_FTSE_rsi14_ratio" 0 0 0
"1449" "RUT_N225_rsi14_ratio" 0 0.001 0.001
"1450" "IRX_TWII_rsi14_ratio" 0 0 0
"1451" "KLSE_IRX_rsi14_ratio" 0 0 0
"1452" "`IRX_CL=F_rsi14_ratio`" 0 0 0.001
"1453" "`MXX_ZC=F_price_ratio`" 0 0 0
"1454" "`ZL=F_KE=F_rsi14_ratio`" 0 0 0.001
"1455" "XLK_BVSP_price_ratio" 0 0.001 0
"1456" "`ZS=F_NZ50_rsi14_ratio`" 0 0 0
"1457" "`RUT_ZS=F_price_ratio`" 0 0 0
"1458" "`XLY_LE=F_rsi14_ratio`" 0 0 0
"1459" "`XAX_ZS=F_rsi14_ratio`" 0 0 0
"1460" "XLU_TYX_rsi14_ratio" 0 0 0
"1461" "`000001.SS_SB=F_rsi14_ratio`" 0 0 0
"1462" "`ZO=F_HE=F_price_ratio`" 0 0.001 0
"1463" "`XLB_OJ=F_price_ratio`" 0 0 0
"1464" "STI_SHY_price_ratio" 0 0 0
"1465" "`TWII_HO=F_rsi14_ratio`" 0 0 0
"1466" "FCHI_KLSE_rsi14_ratio" 0 0.001 0
"1467" "`NG=F_RB=F_rsi14_ratio`" 0 0 0
"1468" "`ZM=F_HE=F_rsi14_ratio`" 0 0 0
"1469" "GSPC_FCHI_rsi14_ratio" 0 0 0
"1470" "`KC=F_KS11_price_ratio`" 0 0 0
"1471" "`CC=F_LE=F_price_ratio`" 0 0 0
"1472" "`KC=F_KE=F_rsi14_ratio`" 0 0.001 0.001
"1473" "XLU_AXJO_rsi14_ratio" 0 0.001 0
"1474" "`TNX_HO=F_rsi14_ratio`" 0 0 0
"1475" "`CT=F_ZO=F_rsi14_ratio`" 0 0 0
"1476" "`IXIC_KE=F_rsi14_ratio`" 0 0 0
"1477" "AORD_rsi14" 0 0 0
"1478" "KS11_JKSE_rsi14_ratio" 0 0 0
"1479" "`XLF_HE=F_rsi14_ratio`" 0 0 0
"1480" "`IXIC_CT=F_rsi14_ratio`" 0 0 0
"1481" "`ZR=F_HG=F_rsi14_ratio`" 0 0 0
"1482" "XAX_XLV_price_ratio" 0 0 0
"1483" "`XLP_ZO=F_rsi14_ratio`" 0 0 0
"1484" "`XLU_SI=F_price_ratio`" 0 0 0
"1485" "`CT=F_HG=F_rsi14_ratio`" 0 0 0
"1486" "`XLB_OJ=F_rsi14_ratio`" 0 0 0
"1487" "`MXX_HE=F_rsi14_ratio`" 0 0 0
"1488" "`BVSP_HG=F_rsi14_ratio`" 0 0 0
"1489" "`CT=F_FTSE_price_ratio`" 0 0 0
"1490" "VIX_TWII_rsi14_ratio" 0 0 0
"1491" "N100_HSI_price_ratio" 0 0 0
"1492" "GDAXI_SHY_rsi14_ratio" 0 0 0
"1493" "XLV_TLT_rsi14_ratio" 0 0 0
"1494" "TLT_NZ50_price_ratio" 0 0 0
"1495" "BVSP_TNX_price_ratio" 0 0 0
"1496" "XLB_BVSP_rsi14_ratio" 0 0 0.001
"1497" "`HSI_GF=F_rsi14_ratio`" 0 0 0.001
"1498" "XAX_rsi14" 0 0.001 0
"1499" "`SB=F_CL=F_rsi14_ratio`" 0 0 0.001
"1500" "FCHI_BFX_price_ratio" 0 0 0
"1501" "`CT=F_NZ50_rsi14_ratio`" 0 0 0
"1502" "`STI_SI=F_rsi14_ratio`" 0 0 0
"1503" "`VIX_ZC=F_rsi14_ratio`" 0 0.001 0.001
"1504" "NYA_GDAXI_rsi14_ratio" 0 0 0
"1505" "`ZR=F_SI=F_price_ratio`" 0 0 0
"1506" "X000001.SS_smacross" 0 0 0
"1507" "`ZS=F_RB=F_rsi14_ratio`" 0 0 0.001
"1508" "`GF=F_NZ50_rsi14_ratio`" 0 0 0.001
"1509" "`HG=F_GC=F_rsi14_ratio`" 0 0 0.001
"1510" "`CL=F_ZS=F_rsi14_ratio`" 0 0 0
"1511" "`HE=F_OJ=F_rsi14_ratio`" 0 0 0.001
"1512" "`BVSP_LE=F_price_ratio`" 0 0 0
"1513" "XLP_MXX_rsi14_ratio" 0 0 0
"1514" "SB.F_rsi14" 0 0 0
"1515" "XLP_TWII_rsi14_ratio" 0 0 0
"1516" "`NYA_HO=F_rsi14_ratio`" 0 0 0
"1517" "`FTSE_ZM=F_rsi14_ratio`" 0 0 0
"1518" "GSPC_AXJO_rsi14_ratio" 0 0 0
"1519" "`CT=F_SB=F_rsi14_ratio`" 0 0 0
"1520" "`SB=F_ZM=F_rsi14_ratio`" 0 0 0
"1521" "`KE=F_GF=F_price_ratio`" 0 0.001 0
"1522" "VIX_TNX_rsi14_ratio" 0 0 0
"1523" "`MERV_GC=F_rsi14_ratio`" 0 0 0
"1524" "`BFX_CL=F_rsi14_ratio`" 0 0 0
"1525" "`STI_LE=F_rsi14_ratio`" 0 0 0
"1526" "`KLSE_ZS=F_rsi14_ratio`" 0 0 0
"1527" "XLB_N225_rsi14_ratio" 0 0.001 0
"1528" "XLK_GSPC_price_ratio" 0 0 0
"1529" "`ZO=F_KE=F_price_ratio`" 0 0 0
"1530" "XLU_TLT_price_ratio" 0 0 0
"1531" "AORD_AXJO_rsi14_ratio" 0 0.001 0.001
"1532" "XLU_AORD_rsi14_ratio" 0 0 0
"1533" "`ZO=F_NZ50_price_ratio`" 0 0 0
"1534" "`NG=F_GC=F_rsi14_ratio`" 0 0 0.001
"1535" "HSI_FTSE_rsi14_ratio" 0 0 0
"1536" "`JKSE_ZL=F_rsi14_ratio`" 0 0.001 0
"1537" "`XLB_GC=F_price_ratio`" 0 0 0
"1538" "XLP_IXIC_price_ratio" 0 0 0
"1539" "DJI_VIX_rsi14_ratio" 0 0 0
"1540" "`ZM=F_TLT_rsi14_ratio`" 0 0 0
"1541" "`KC=F_TYX_price_ratio`" 0 0 0
"1542" "XLK_BVSP_rsi14_ratio" 0 0.001 0.001
"1543" "XLI_000001.SS_price_ratio" 0 0 0
"1544" "MERV_IRX_price_ratio" 0 0 0
"1545" "XLB_BSESN_rsi14_ratio" 0 0.001 0.001
"1546" "`FVX_ZM=F_price_ratio`" 0 0 0
"1547" "`BFX_ZO=F_price_ratio`" 0 0 0
"1548" "`KE=F_IEF_rsi14_ratio`" 0 0 0
"1549" "XLI_N225_rsi14_ratio" 0 0.001 0
"1550" "`ZM=F_IEF_price_ratio`" 0 0 0
"1551" "`STI_HG=F_rsi14_ratio`" 0 0 0
"1552" "FVX_IRX_rsi14_ratio" 0 0 0
"1553" "`RUT_HE=F_rsi14_ratio`" 0 0 0
"1554" "XLK_HSI_rsi14_ratio" 0 0 0
"1555" "`XLE_ZS=F_rsi14_ratio`" 0 0.001 0
"1556" "AXJO_HSI_price_ratio" 0 0 0
"1557" "`NG=F_OJ=F_price_ratio`" 0 0 0
"1558" "`ZR=F_LE=F_price_ratio`" 0 0 0
"1559" "BFX_TWII_rsi14_ratio" 0 0 0
"1560" "`VIX_CL=F_price_ratio`" 0 0 0
"1561" "`XLB_CL=F_price_ratio`" 0 0 0
"1562" "XLU_IXIC_price_ratio" 0 0 0
"1563" "XLP_NZ50_rsi14_ratio" 0 0.001 0.001
"1564" "GSPC_IEF_rsi14_ratio" 0 0 0
"1565" "HSI_KS11_price_ratio" 0 0 0
"1566" "`RB=F_HE=F_rsi14_ratio`" 0 0.001 0.001
"1567" "XLY_AORD_rsi14_ratio" 0 0 0
"1568" "N100_GDAXI_rsi14_ratio" 0 0 0.001
"1569" "MERV_TWII_rsi14_ratio" 0 0 0
"1570" "STI_BVSP_rsi14_ratio" 0 0.001 0.001
"1571" "KLSE_TYX_rsi14_ratio" 0 0 0
"1572" "XLV_STI_rsi14_ratio" 0 0.001 0.001
"1573" "MERV_TYX_rsi14_ratio" 0 0 0
"1574" "XAX_KLSE_rsi14_ratio" 0 0 0
"1575" "`ZC=F_KE=F_rsi14_ratio`" 0 0 0
"1576" "`HSI_ZS=F_rsi14_ratio`" 0 0 0
"1577" "`XLE_KC=F_price_ratio`" 0 0 0
"1578" "BVSP_VIX_price_ratio" 0 0 0
"1579" "`VIX_ZS=F_rsi14_ratio`" 0 0.001 0.001
"1580" "`VIX_ZC=F_price_ratio`" 0 0 0
"1581" "AXJO_NZ50_rsi14_ratio" 0 0 0
"1582" "`ZM=F_SI=F_rsi14_ratio`" 0 0 0.001
"1583" "MXX_IRX_rsi14_ratio" 0 0 0.001
"1584" "`HSI_ZO=F_price_ratio`" 0 0.001 0
"1585" "N225_IEF_price_ratio" 0 0 0
"1586" "BSESN_BVSP_rsi14_ratio" 0 0.001 0
"1587" "N100_GSPTSE_rsi14_ratio" 0 0 0.001
"1588" "`BFX_HO=F_price_ratio`" 0 0 0
"1589" "XLK_rsi14" 0 0 0
"1590" "`ZR=F_KLSE_price_ratio`" 0 0 0
"1591" "`OJ=F_NZ50_price_ratio`" 0 0 0
"1592" "`NG=F_HE=F_price_ratio`" 0 0 0
"1593" "`FTSE_NG=F_rsi14_ratio`" 0 0 0
"1594" "`000001.SS_RB=F_rsi14_ratio`" 0 0 0
"1595" "AORD_000001.SS_price_ratio" 0 0 0
"1596" "XHB_rsi14" 0 0.001 0
"1597" "`KC=F_GF=F_rsi14_ratio`" 0 0 0
"1598" "`KS11_ZC=F_rsi14_ratio`" 0 0.001 0
"1599" "`MXX_RB=F_rsi14_ratio`" 0 0 0
"1600" "`ZC=F_IEF_rsi14_ratio`" 0 0 0
"1601" "`CT=F_VIX_rsi14_ratio`" 0 0 0.001
"1602" "IXIC_MXX_rsi14_ratio" 0 0 0
"1603" "`HG=F_KE=F_rsi14_ratio`" 0 0 0
"1604" "`XLF_KE=F_price_ratio`" 0 0 0
"1605" "N100_MXX_price_ratio" 0 0 0
"1606" "`ZR=F_NG=F_rsi14_ratio`" 0 0 0
"1607" "`HE=F_SHY_rsi14_ratio`" 0 0 0
"1608" "N100_XHB_rsi14_ratio" 0 0 0
"1609" "AORD_FTSE_rsi14_ratio" 0 0 0.001
"1610" "month_of_year12" 0 0 0
"1611" "`FTSE_LE=F_price_ratio`" 0 0 0
"1612" "XLV_SHY_price_ratio" 0 0 0
"1613" "XLV_HSI_rsi14_ratio" 0 0 0
"1614" "GSPC_BVSP_rsi14_ratio" 0 0 0
"1615" "DJI_BFX_rsi14_ratio" 0 0 0
"1616" "XLY_GSPTSE_price_ratio" 0 0 0
"1617" "XLU_MXX_price_ratio" 0 0 0
"1618" "`IRX_HE=F_rsi14_ratio`" 0 0.001 0
"1619" "`STI_HE=F_rsi14_ratio`" 0 0 0
"1620" "XLI_XHB_rsi14_ratio" 0 0.001 0.001
"1621" "`ZC=F_NG=F_price_ratio`" 0 0 0
"1622" "NYA_XLY_rsi14_ratio" 0 0 0
"1623" "`CC=F_FVX_price_ratio`" 0 0 0
"1624" "RUT_XLE_price_ratio" 0 0 0
"1625" "XLE_BSESN_rsi14_ratio" 0 0.001 0
"1626" "`ZC=F_CL=F_rsi14_ratio`" 0 0 0
"1627" "`XLF_NG=F_price_ratio`" 0 0 0
"1628" "`ZR=F_KLSE_rsi14_ratio`" 0 0 0
"1629" "`SB=F_OJ=F_rsi14_ratio`" 0 0 0
"1630" "`DJI_RB=F_rsi14_ratio`" 0 0 0
"1631" "KLSE_TLT_rsi14_ratio" 0 0.001 0
"1632" "`TYX_ZC=F_price_ratio`" 0 0 0
"1633" "MERV_rsi14" 0 0 0
"1634" "AORD_HSI_price_ratio" 0 0 0
"1635" "`SB=F_SI=F_price_ratio`" 0 0 0
"1636" "`FVX_OJ=F_price_ratio`" 0 0 0
"1637" "FCHI_BVSP_rsi14_ratio" 0 0 0
"1638" "`GSPTSE_OJ=F_rsi14_ratio`" 0 0 0
"1639" "RUT_XLV_price_ratio" 0 0 0
"1640" "`FCHI_ZO=F_rsi14_ratio`" 0 0 0
"1641" "XLU_GSPTSE_rsi14_ratio" 0 0 0
"1642" "`ZR=F_OJ=F_rsi14_ratio`" 0 0 0.001
"1643" "`ZM=F_HO=F_price_ratio`" 0 0 0
"1644" "`KC=F_CL=F_price_ratio`" 0 0 0
"1645" "SHY_NZ50_rsi14_ratio" 0 0.001 0
"1646" "`FTSE_LE=F_rsi14_ratio`" 0 0 0
"1647" "`ZR=F_FTSE_rsi14_ratio`" 0 0.001 0
"1648" "XLB_XHB_rsi14_ratio" 0 0 0
"1649" "BSESN_GSPTSE_rsi14_ratio" 0 0.001 0.001
"1650" "`XAX_GF=F_price_ratio`" 0 0 0
"1651" "CC.F_smacross" 0 0 0
"1652" "`KC=F_RB=F_price_ratio`" 0 0 0
"1653" "`000001.SS_JKSE_price_ratio`" 0 0 0
"1654" "HSI_TNX_price_ratio" 0 0 0
"1655" "`ZO=F_ZL=F_rsi14_ratio`" 0 0.001 0.001
"1656" "`XLY_ZC=F_rsi14_ratio`" 0 0 0
"1657" "`SB=F_SHY_rsi14_ratio`" 0 0 0
"1658" "`XLY_ZL=F_rsi14_ratio`" 0 0.001 0
"1659" "`SB=F_RB=F_rsi14_ratio`" 0 0 0
"1660" "TYX_N225_rsi14_ratio" 0 0 0
"1661" "`HSI_LE=F_price_ratio`" 0 0 0
"1662" "XLU_000001.SS_price_ratio" 0 0 0
"1663" "`DJI_OJ=F_rsi14_ratio`" 0 0 0
"1664" "`ZR=F_KS11_rsi14_ratio`" 0 0 0
"1665" "TWII_SHY_rsi14_ratio" 0 0 0
"1666" "`FVX_ZS=F_rsi14_ratio`" 0 0 0
"1667" "`XLF_GC=F_price_ratio`" 0 0 0
"1668" "XLY_N100_rsi14_ratio" 0 0 0
"1669" "IEF_SHY_rsi14_ratio" 0 0 0.001
"1670" "`TNX_ZS=F_price_ratio`" 0 0 0
"1671" "FCHI_FTSE_price_ratio" 0 0 0
"1672" "`KE=F_SHY_rsi14_ratio`" 0 0 0
"1673" "`XAX_GF=F_rsi14_ratio`" 0 0 0
"1674" "`IRX_OJ=F_rsi14_ratio`" 0 0.001 0.001
"1675" "`MXX_SB=F_price_ratio`" 0 0 0
"1676" "`KLSE_KE=F_rsi14_ratio`" 0 0 0
"1677" "XLB_TWII_rsi14_ratio" 0 0 0
"1678" "`TYX_OJ=F_rsi14_ratio`" 0 0 0
"1679" "`KC=F_000001.SS_rsi14_ratio`" 0 0 0
"1680" "XLE_SHY_price_ratio" 0 0 0
"1681" "GDAXI_TNX_rsi14_ratio" 0 0.001 0
"1682" "`AORD_KE=F_price_ratio`" 0 0 0
"1683" "XLU_XHB_price_ratio" 0 0 0
"1684" "MERV_TNX_rsi14_ratio" 0 0 0
"1685" "`GDAXI_SB=F_rsi14_ratio`" 0 0 0
"1686" "`XLI_CT=F_price_ratio`" 0 0 0
"1687" "`BFX_HE=F_price_ratio`" 0 0 0
"1688" "`IXIC_HO=F_rsi14_ratio`" 0 0 0
"1689" "`KS11_KE=F_price_ratio`" 0 0 0
"1690" "FCHI_BSESN_price_ratio" 0 0 0
"1691" "`SB=F_GC=F_price_ratio`" 0 0.001 0
"1692" "MERV_000001.SS_rsi14_ratio" 0 0 0
"1693" "XLY_IRX_price_ratio" 0 0.001 0
"1694" "`ZR=F_ZS=F_price_ratio`" 0 0 0
"1695" "XLI_KS11_rsi14_ratio" 0 0.001 0
"1696" "`BSESN_CT=F_rsi14_ratio`" 0 0 0
"1697" "`FTSE_HO=F_rsi14_ratio`" 0 0 0
"1698" "`RB=F_XHB_rsi14_ratio`" 0 0 0
"1699" "`ZR=F_GC=F_rsi14_ratio`" 0 0 0
"1700" "XLY_VIX_rsi14_ratio" 0 0 0
"1701" "`DJI_ZM=F_rsi14_ratio`" 0 0 0
"1702" "`KE=F_RB=F_rsi14_ratio`" 0 0 0
"1703" "NYA_XLU_rsi14_ratio" 0 0.001 0
"1704" "DJI_SHY_rsi14_ratio" 0 0 0
"1705" "`NYA_LE=F_rsi14_ratio`" 0 0 0
"1706" "XLU_TLT_rsi14_ratio" 0 0.001 0.001
"1707" "`ZM=F_GF=F_price_ratio`" 0 0 0
"1708" "TNX_N225_rsi14_ratio" 0 0 0
"1709" "`BVSP_ZL=F_rsi14_ratio`" 0 0 0
"1710" "`XLB_LE=F_rsi14_ratio`" 0 0 0
"1711" "AORD_HSI_rsi14_ratio" 0 0 0
"1712" "`GSPC_RB=F_price_ratio`" 0 0 0
"1713" "`VIX_SB=F_price_ratio`" 0 0 0
"1714" "KLSE_TNX_rsi14_ratio" 0 0 0
"1715" "`NYA_CL=F_rsi14_ratio`" 0 0 0
"1716" "HSI_smacross" 0 0 0
"1717" "JKSE_TLT_rsi14_ratio" 0 0 0.001
"1718" "`SI=F_GF=F_rsi14_ratio`" 0 0 0
"1719" "`ZC=F_SHY_rsi14_ratio`" 0 0 0.001
"1720" "`ZL=F_GF=F_rsi14_ratio`" 0 0 0
"1721" "`FTSE_RB=F_rsi14_ratio`" 0 0.001 0.001
"1722" "BFX_GSPTSE_rsi14_ratio" 0 0 0
"1723" "`XAX_KC=F_price_ratio`" 0 0 0
"1724" "`HSI_SB=F_rsi14_ratio`" 0 0.001 0
"1725" "`AXJO_GC=F_rsi14_ratio`" 0 0 0
"1726" "`MERV_SI=F_price_ratio`" 0 0 0
"1727" "`XLP_HE=F_rsi14_ratio`" 0 0 0
"1728" "BVSP_smacross" 0 0 0
"1729" "XLB_JKSE_price_ratio" 0 0 0
"1730" "`GSPTSE_ZL=F_price_ratio`" 0 0 0
"1731" "`IRX_OJ=F_price_ratio`" 0 0 0
"1732" "XLB_TWII_price_ratio" 0 0.001 0
"1733" "`XLU_RB=F_rsi14_ratio`" 0 0.001 0.001
"1734" "`GDAXI_RB=F_rsi14_ratio`" 0 0.001 0
"1735" "`XLU_GC=F_price_ratio`" 0 0 0
"1736" "NYA_XLK_rsi14_ratio" 0 0 0
"1737" "`CC=F_IRX_price_ratio`" 0 0 0
"1738" "AXJO_BVSP_rsi14_ratio" 0 0 0.001
"1739" "TYX_FTSE_price_ratio" 0 0 0
"1740" "`ZS=F_NZ50_price_ratio`" 0 0 0
"1741" "XLB_AXJO_price_ratio" 0 0 0
"1742" "`XLK_SI=F_rsi14_ratio`" 0 0.001 0
"1743" "XAX_KS11_price_ratio" 0 0 0
"1744" "`STI_CC=F_rsi14_ratio`" 0 0 0
"1745" "`VIX_GC=F_price_ratio`" 0 0 0
"1746" "GC.F_rsi14" 0 0 0
"1747" "`XLV_SI=F_price_ratio`" 0 0.001 0
"1748" "`CC=F_IRX_rsi14_ratio`" 0 0 0
"1749" "`BFX_SI=F_rsi14_ratio`" 0 0 0
"1750" "`AORD_CL=F_price_ratio`" 0 0 0
"1751" "XLF_FCHI_rsi14_ratio" 0 0 0.001
"1752" "`XLU_HE=F_price_ratio`" 0 0.001 0
"1753" "XLK_FVX_rsi14_ratio" 0 0 0
"1754" "`KC=F_LE=F_price_ratio`" 0 0 0
"1755" "`CT=F_GF=F_rsi14_ratio`" 0 0.001 0
"1756" "`XLV_HG=F_rsi14_ratio`" 0 0 0
"1757" "`N225_SI=F_rsi14_ratio`" 0 0 0
"1758" "`MXX_CL=F_rsi14_ratio`" 0 0.001 0
"1759" "`CT=F_FTSE_rsi14_ratio`" 0 0.001 0
"1760" "BSESN_smacross" 0 0 0
"1761" "XLK_MXX_price_ratio" 0 0.001 0
"1762" "XLU_TWII_rsi14_ratio" 0 0 0
"1763" "`FCHI_CL=F_rsi14_ratio`" 0 0 0
"1764" "STI_GSPTSE_rsi14_ratio" 0 0 0.001
"1765" "`ZM=F_CL=F_rsi14_ratio`" 0 0 0
"1766" "XLP_AXJO_rsi14_ratio" 0 0 0
"1767" "NYA_BFX_price_ratio" 0 0 0
"1768" "XLK_smacross" 0 0 0
"1769" "XAX_XLK_rsi14_ratio" 0 0 0
"1770" "TYX.Close" 0 0 0
"1771" "BSESN_IRX_rsi14_ratio" 0 0 0
"1772" "`XLV_GF=F_price_ratio`" 0 0 0
"1773" "`XLY_ZM=F_rsi14_ratio`" 0 0 0
"1774" "FCHI_STI_rsi14_ratio" 0 0 0
"1775" "`CL=F_LE=F_price_ratio`" 0 0 0
"1776" "XLE_smacross" 0 0 0
"1777" "`XLB_SI=F_price_ratio`" 0 0 0
"1778" "`ZO=F_GSPTSE_rsi14_ratio`" 0 0 0
"1779" "VIX_IRX_rsi14_ratio" 0 0.001 0
"1780" "GSPTSE_JKSE_rsi14_ratio" 0 0.001 0
"1781" "JKSE_IEF_rsi14_ratio" 0 0 0
"1782" "`GDAXI_GF=F_rsi14_ratio`" 0 0 0
"1783" "FCHI_NZ50_rsi14_ratio" 0 0 0
"1784" "XLE_AXJO_rsi14_ratio" 0 0 0
"1785" "GSPC_BFX_rsi14_ratio" 0 0 0
"1786" "BSESN_JKSE_price_ratio" 0 0 0
"1787" "`XLF_ZO=F_price_ratio`" 0 0 0
